FIPS,Tract,County,State,pop,n
17089852004,Census Tract 8520.04,Kane County,Illinois,2913,14
17089852407,Census Tract 8524.07,Kane County,Illinois,3798,3
17089854504,Census Tract 8545.04,Kane County,Illinois,8537,2
17089854505,Census Tract 8545.05,Kane County,Illinois,8192,20
17091010203,Census Tract 102.03,Kankakee County,Illinois,4362,6
17097861012,Census Tract 8610.12,Lake County,Illinois,5341,9
17097863100,Census Tract 8631,Lake County,Illinois,2449,14
17097863801,Census Tract 8638.01,Lake County,Illinois,4708,3
17097864524,Census Tract 8645.24,Lake County,Illinois,4160,7
17097864601,Census Tract 8646.01,Lake County,Illinois,3651,3
17111870906,Census Tract 8709.06,McHenry County,Illinois,4969,7
17197880408,Census Tract 8804.08,Will County,Illinois,5356,11
17197880416,Census Tract 8804.16,Will County,Illinois,2760,2
17197880425,Census Tract 8804.25,Will County,Illinois,4390,17
17197881402,Census Tract 8814.02,Will County,Illinois,3529,6
17197883000,Census Tract 8830,Will County,Illinois,2956,1
17197883212,Census Tract 8832.12,Will County,Illinois,6702,12
17197883303,Census Tract 8833.03,Will County,Illinois,4004,5
17197883603,Census Tract 8836.03,Will County,Illinois,2202,18
17197883810,Census Tract 8838.10,Will County,Illinois,3491,6
17031020200,Census Tract 202,Cook County,Illinois,7203,3
17031040201,Census Tract 402.01,Cook County,Illinois,6688,11
17031050800,Census Tract 508,Cook County,Illinois,1398,20
17031061200,Census Tract 612,Cook County,Illinois,2052,4
17031081000,Census Tract 810,Cook County,Illinois,8150,4
17031081100,Census Tract 811,Cook County,Illinois,4455,18
17031081500,Census Tract 815,Cook County,Illinois,4906,12
17031081900,Census Tract 819,Cook County,Illinois,1111,2
17031110501,Census Tract 1105.01,Cook County,Illinois,5097,11
17031150600,Census Tract 1506,Cook County,Illinois,4223,11
17031150800,Census Tract 1508,Cook County,Illinois,4668,17
17031151002,Census Tract 1510.02,Cook County,Illinois,4892,9
17031160700,Census Tract 1607,Cook County,Illinois,6265,14
17031190701,Census Tract 1907.01,Cook County,Illinois,2835,14
17031210400,Census Tract 2104,Cook County,Illinois,2491,18
17031271800,Census Tract 2718,Cook County,Illinois,656,10
17031282800,Census Tract 2828,Cook County,Illinois,1498,11
17031292500,Census Tract 2925,Cook County,Illinois,3461,19
17031351100,Census Tract 3511,Cook County,Illinois,2160,16
17031390700,Census Tract 3907,Cook County,Illinois,6062,13
17031400400,Census Tract 4004,Cook County,Illinois,2204,8
17031420700,Census Tract 4207,Cook County,Illinois,2274,18
17031430101,Census Tract 4301.01,Cook County,Illinois,3468,6
17031490200,Census Tract 4902,Cook County,Illinois,2944,15
17031530503,Census Tract 5305.03,Cook County,Illinois,4369,19
17031530600,Census Tract 5306,Cook County,Illinois,2385,2
17031560800,Census Tract 5608,Cook County,Illinois,6003,2
17031580300,Census Tract 5803,Cook County,Illinois,2569,16
17031640500,Census Tract 6405,Cook County,Illinois,4132,5
17031690500,Census Tract 6905,Cook County,Illinois,742,13
17031700502,Census Tract 7005.02,Cook County,Illinois,3656,18
17031711200,Census Tract 7112,Cook County,Illinois,4869,15
17031750100,Census Tract 7501,Cook County,Illinois,3636,17
17031750200,Census Tract 7502,Cook County,Illinois,3141,7
17031770201,Census Tract 7702.01,Cook County,Illinois,6051,3
17031770300,Census Tract 7703,Cook County,Illinois,7001,20
17031770700,Census Tract 7707,Cook County,Illinois,2290,2
17031802506,Census Tract 8025.06,Cook County,Illinois,2517,19
17031803100,Census Tract 8031,Cook County,Illinois,3448,12
17031804405,Census Tract 8044.05,Cook County,Illinois,3348,16
17031804805,Census Tract 8048.05,Cook County,Illinois,6820,6
17031805109,Census Tract 8051.09,Cook County,Illinois,4553,1
17031805901,Census Tract 8059.01,Cook County,Illinois,4404,19
17031811702,Census Tract 8117.02,Cook County,Illinois,5516,9
17031811900,Census Tract 8119,Cook County,Illinois,6126,20
17031813302,Census Tract 8133.02,Cook County,Illinois,2893,2
17031815800,Census Tract 8158,Cook County,Illinois,1720,5
17031816100,Census Tract 8161,Cook County,Illinois,5968,7
17031818500,Census Tract 8185,Cook County,Illinois,5693,12
17031821001,Census Tract 8210.01,Cook County,Illinois,4872,19
17031822200,Census Tract 8222,Cook County,Illinois,3805,3
17031823400,Census Tract 8234,Cook County,Illinois,4646,17
17031824105,Census Tract 8241.05,Cook County,Illinois,7423,15
17031824123,Census Tract 8241.23,Cook County,Illinois,7648,17
17031828802,Census Tract 8288.02,Cook County,Illinois,3252,9
17031829600,Census Tract 8296,Cook County,Illinois,3016,15
17031829902,Census Tract 8299.02,Cook County,Illinois,7171,8
17031829904,Census Tract 8299.04,Cook County,Illinois,4166,13
17031831300,Census Tract 8313,Cook County,Illinois,1176,4
17031831400,Census Tract 8314,Cook County,Illinois,2962,3
17031832300,Census Tract 8323,Cook County,Illinois,1938,10
17031834000,Census Tract 8340,Cook County,Illinois,3274,18
17031834500,Census Tract 8345,Cook County,Illinois,1572,12
17031837100,Census Tract 8371,Cook County,Illinois,1515,3
17031838700,Census Tract 8387,Cook County,Illinois,3737,6
17031980100,Census Tract 9801,Cook County,Illinois,0,11
17043840906,Census Tract 8409.06,Dupage County,Illinois,2937,5
17043840910,Census Tract 8409.10,Dupage County,Illinois,4437,10
17043841113,Census Tract 8411.13,Dupage County,Illinois,3844,11
17043841204,Census Tract 8412.04,Dupage County,Illinois,5740,7
17043841205,Census Tract 8412.05,Dupage County,Illinois,4360,19
17043841307,Census Tract 8413.07,Dupage County,Illinois,5372,20
17043841324,Census Tract 8413.24,Dupage County,Illinois,2897,20
17043842500,Census Tract 8425,Dupage County,Illinois,3535,1
17043845510,Census Tract 8455.10,Dupage County,Illinois,3113,8
17043846307,Census Tract 8463.07,Dupage County,Illinois,4617,9
17043846311,Census Tract 8463.11,Dupage County,Illinois,5576,3
17043846405,Census Tract 8464.05,Dupage County,Illinois,3907,10
17043846511,Census Tract 8465.11,Dupage County,Illinois,6216,9
17063000500,Census Tract 5,Grundy County,Illinois,2686,17
17089850302,Census Tract 8503.02,Kane County,Illinois,4363,16
17089851302,Census Tract 8513.02,Kane County,Illinois,3341,9
17089852405,Census Tract 8524.05,Kane County,Illinois,3297,2
17089852806,Census Tract 8528.06,Kane County,Illinois,7569,12
17089853500,Census Tract 8535,Kane County,Illinois,5003,15
17091012200,Census Tract 122,Kankakee County,Illinois,3169,8
17097860200,Census Tract 8602,Lake County,Illinois,4042,13
17097861007,Census Tract 8610.07,Lake County,Illinois,3975,10
17097861014,Census Tract 8610.14,Lake County,Illinois,3143,11
17097861105,Census Tract 8611.05,Lake County,Illinois,4607,21
17097861107,Census Tract 8611.07,Lake County,Illinois,4070,17
17097861303,Census Tract 8613.03,Lake County,Illinois,5268,16
17097863701,Census Tract 8637.01,Lake County,Illinois,4849,20
17097864108,Census Tract 8641.08,Lake County,Illinois,5439,9
17097864109,Census Tract 8641.09,Lake County,Illinois,6246,8
17097864203,Census Tract 8642.03,Lake County,Illinois,4348,16
17097864521,Census Tract 8645.21,Lake County,Illinois,2749,16
17097864522,Census Tract 8645.22,Lake County,Illinois,4831,7
17111870104,Census Tract 8701.04,McHenry County,Illinois,4747,7
17197880601,Census Tract 8806.01,Will County,Illinois,2893,8
17197880903,Census Tract 8809.03,Will County,Illinois,2997,8
17197881009,Census Tract 8810.09,Will County,Illinois,8040,16
17197881900,Census Tract 8819,Will County,Illinois,3597,11
17197882601,Census Tract 8826.01,Will County,Illinois,3459,5
17197882702,Census Tract 8827.02,Will County,Illinois,2746,18
17197883209,Census Tract 8832.09,Will County,Illinois,2838,9
17197883507,Census Tract 8835.07,Will County,Illinois,3881,8
17197883515,Census Tract 8835.15,Will County,Illinois,4670,5
17197884005,Census Tract 8840.05,Will County,Illinois,1585,19
17031010502,Census Tract 105.02,Cook County,Illinois,3407,4
17031020500,Census Tract 205,Cook County,Illinois,6646,11
17031030400,Census Tract 304,Cook County,Illinois,2822,19
17031031300,Census Tract 313,Cook County,Illinois,6853,5
17031031502,Census Tract 315.02,Cook County,Illinois,4622,9
17031050900,Census Tract 509,Cook County,Illinois,1388,13
17031051100,Census Tract 511,Cook County,Illinois,1905,5
17031051200,Census Tract 512,Cook County,Illinois,1576,3
17031070200,Census Tract 702,Cook County,Illinois,4019,14
17031081403,Census Tract 814.03,Cook County,Illinois,8987,19
17031090300,Census Tract 903,Cook County,Illinois,1371,11
17031140702,Census Tract 1407.02,Cook County,Illinois,5572,4
17031170300,Census Tract 1703,Cook County,Illinois,4981,17
17031222200,Census Tract 2222,Cook County,Illinois,2243,18
17031222900,Census Tract 2229,Cook County,Illinois,986,19
17031230300,Census Tract 2303,Cook County,Illinois,905,15
17031241200,Census Tract 2412,Cook County,Illinois,1698,16
17031242000,Census Tract 2420,Cook County,Illinois,4378,10
17031301801,Census Tract 3018.01,Cook County,Illinois,4086,7
17031330102,Census Tract 3301.02,Cook County,Illinois,9617,5
17031340600,Census Tract 3406,Cook County,Illinois,1317,6
17031381800,Census Tract 3818,Cook County,Illinois,1483,7
17031410700,Census Tract 4107,Cook County,Illinois,2541,13
17031430900,Census Tract 4309,Cook County,Illinois,1681,16
17031440800,Census Tract 4408,Cook County,Illinois,1877,18
17031460100,Census Tract 4601,Cook County,Illinois,2650,20
17031490700,Census Tract 4907,Cook County,Illinois,2459,10
17031490902,Census Tract 4909.02,Cook County,Illinois,4697,19
17031500100,Census Tract 5001,Cook County,Illinois,3231,6
17031510200,Census Tract 5102,Cook County,Illinois,3714,18
17031520300,Census Tract 5203,Cook County,Illinois,5925,11
17031540102,Census Tract 5401.02,Cook County,Illinois,3357,11
17031660302,Census Tract 6603.02,Cook County,Illinois,4612,17
17031660600,Census Tract 6606,Cook County,Illinois,5849,8
17031660700,Census Tract 6607,Cook County,Illinois,1617,14
17031700402,Census Tract 7004.02,Cook County,Illinois,3417,12
17031740200,Census Tract 7402,Cook County,Illinois,6473,20
17031800300,Census Tract 8003,Cook County,Illinois,3303,21
17031801000,Census Tract 8010,Cook County,Illinois,5261,14
17031801603,Census Tract 8016.03,Cook County,Illinois,3781,18
17031801800,Census Tract 8018,Cook County,Illinois,6041,4
17031802608,Census Tract 8026.08,Cook County,Illinois,6009,1
17031803005,Census Tract 8030.05,Cook County,Illinois,2701,15
17031804712,Census Tract 8047.12,Cook County,Illinois,5431,20
17031804716,Census Tract 8047.16,Cook County,Illinois,4599,14
17031805105,Census Tract 8051.05,Cook County,Illinois,7301,4
17031805111,Census Tract 8051.11,Cook County,Illinois,8036,2
17031805201,Census Tract 8052.01,Cook County,Illinois,3953,11
17031805802,Census Tract 8058.02,Cook County,Illinois,5440,17
17031807200,Census Tract 8072,Cook County,Illinois,6056,10
17031808001,Census Tract 8080.01,Cook County,Illinois,3584,4
17031809800,Census Tract 8098,Cook County,Illinois,2776,3
17031810400,Census Tract 8104,Cook County,Illinois,5726,15
17031813802,Census Tract 8138.02,Cook County,Illinois,4386,5
17031817700,Census Tract 8177,Cook County,Illinois,5117,12
17031818800,Census Tract 8188,Cook County,Illinois,5395,15
17031819500,Census Tract 8195,Cook County,Illinois,3448,12
17031820300,Census Tract 8203,Cook County,Illinois,5771,20
17031824602,Census Tract 8246.02,Cook County,Illinois,6591,8
17031829000,Census Tract 8290,Cook County,Illinois,1034,6
17031829700,Census Tract 8297,Cook County,Illinois,2904,14
17031831800,Census Tract 8318,Cook County,Illinois,7918,7
17031837800,Census Tract 8378,Cook County,Illinois,2875,13
17031840000,Census Tract 8400,Cook County,Illinois,2651,11
17031840100,Census Tract 8401,Cook County,Illinois,2880,16
17031842300,Census Tract 8423,Cook County,Illinois,3672,15
17031842900,Census Tract 8429,Cook County,Illinois,3216,13
17043840600,Census Tract 8406,Dupage County,Illinois,4770,13
17043840704,Census Tract 8407.04,Dupage County,Illinois,2668,2
17043840802,Census Tract 8408.02,Dupage County,Illinois,6069,9
17043842708,Census Tract 8427.08,Dupage County,Illinois,2485,20
17043845508,Census Tract 8455.08,Dupage County,Illinois,3890,19
17043846208,Census Tract 8462.08,Dupage County,Illinois,3354,4
17043846522,Census Tract 8465.22,Dupage County,Illinois,3822,8
17043846524,Census Tract 8465.24,Dupage County,Illinois,5208,3
17089850709,Census Tract 8507.09,Kane County,Illinois,4036,18
17089851102,Census Tract 8511.02,Kane County,Illinois,4396,10
17089851500,Census Tract 8515,Kane County,Illinois,989,6
17089851908,Census Tract 8519.08,Kane County,Illinois,6002,12
17089852700,Census Tract 8527,Kane County,Illinois,6673,14
17089853200,Census Tract 8532,Kane County,Illinois,5861,17
17091010400,Census Tract 104,Kankakee County,Illinois,4753,3
17091010500,Census Tract 105,Kankakee County,Illinois,6632,6
17093890501,Census Tract 8905.01,Kendall County,Illinois,9275,1
17097860104,Census Tract 8601.04,Lake County,Illinois,2954,10
17097861804,Census Tract 8618.04,Lake County,Illinois,3597,12
17097864511,Census Tract 8645.11,Lake County,Illinois,6840,1
17097865000,Census Tract 8650,Lake County,Illinois,1050,19
17111871206,Census Tract 8712.06,McHenry County,Illinois,6960,12
17111871501,Census Tract 8715.01,McHenry County,Illinois,6422,9
17197880307,Census Tract 8803.07,Will County,Illinois,6612,18
17197880314,Census Tract 8803.14,Will County,Illinois,7103,17
17197880319,Census Tract 8803.19,Will County,Illinois,4250,12
17197881005,Census Tract 8810.05,Will County,Illinois,3267,2
17197881116,Census Tract 8811.16,Will County,Illinois,4160,12
17197881201,Census Tract 8812.01,Will County,Illinois,2974,8
17197883218,Census Tract 8832.18,Will County,Illinois,4764,12
17197883700,Census Tract 8837,Will County,Illinois,3464,3
17197883806,Census Tract 8838.06,Will County,Illinois,3878,18
17197883811,Census Tract 8838.11,Will County,Illinois,3190,2
17031010501,Census Tract 105.01,Cook County,Illinois,3913,19
17031020701,Census Tract 207.01,Cook County,Illinois,1728,9
17031020702,Census Tract 207.02,Cook County,Illinois,8412,11
17031050500,Census Tract 505,Cook County,Illinois,5199,2
17031051300,Census Tract 513,Cook County,Illinois,3077,13
17031060900,Census Tract 609,Cook County,Illinois,6943,15
17031061500,Census Tract 615,Cook County,Illinois,2023,4
17031062300,Census Tract 623,Cook County,Illinois,1609,18
17031063301,Census Tract 633.01,Cook County,Illinois,2992,17
17031070700,Census Tract 707,Cook County,Illinois,3741,3
17031140302,Census Tract 1403.02,Cook County,Illinois,3311,17
17031160502,Census Tract 1605.02,Cook County,Illinois,4012,12
17031160601,Census Tract 1606.01,Cook County,Illinois,3003,5
17031240700,Census Tract 2407,Cook County,Illinois,1634,14
17031252201,Census Tract 2522.01,Cook County,Illinois,3258,19
17031380200,Census Tract 3802,Cook County,Illinois,1723,11
17031381500,Census Tract 3815,Cook County,Illinois,670,1
17031390400,Census Tract 3904,Cook County,Illinois,2289,6
17031411000,Census Tract 4110,Cook County,Illinois,3931,17
17031460302,Census Tract 4603.02,Cook County,Illinois,4212,7
17031461000,Census Tract 4610,Cook County,Illinois,1346,13
17031480200,Census Tract 4802,Cook County,Illinois,1057,8
17031530501,Census Tract 5305.01,Cook County,Illinois,5118,17
17031620200,Census Tract 6202,Cook County,Illinois,1948,11
17031640300,Census Tract 6403,Cook County,Illinois,6897,16
17031670700,Census Tract 6707,Cook County,Illinois,1092,19
17031671200,Census Tract 6712,Cook County,Illinois,840,2
17031671400,Census Tract 6714,Cook County,Illinois,1299,1
17031671600,Census Tract 6716,Cook County,Illinois,1709,20
17031700301,Census Tract 7003.01,Cook County,Illinois,6124,19
17031750300,Census Tract 7503,Cook County,Illinois,2546,1
17031800600,Census Tract 8006,Cook County,Illinois,2389,6
17031803608,Census Tract 8036.08,Cook County,Illinois,8110,11
17031804404,Census Tract 8044.04,Cook County,Illinois,5567,16
17031807500,Census Tract 8075,Cook County,Illinois,3325,15
17031809401,Census Tract 8094.01,Cook County,Illinois,2879,18
17031810701,Census Tract 8107.01,Cook County,Illinois,4579,16
17031810900,Census Tract 8109,Cook County,Illinois,6324,12
17031811200,Census Tract 8112,Cook County,Illinois,5198,5
17031811301,Census Tract 8113.01,Cook County,Illinois,4302,15
17031811500,Census Tract 8115,Cook County,Illinois,6210,13
17031812301,Census Tract 8123.01,Cook County,Illinois,5184,11
17031817400,Census Tract 8174,Cook County,Illinois,3982,8
17031823603,Census Tract 8236.03,Cook County,Illinois,2292,8
17031823604,Census Tract 8236.04,Cook County,Illinois,3281,11
17031823904,Census Tract 8239.04,Cook County,Illinois,3961,1
17031824121,Census Tract 8241.21,Cook County,Illinois,3105,12
17031825304,Census Tract 8253.04,Cook County,Illinois,4192,14
17031826000,Census Tract 8260,Cook County,Illinois,2724,16
17031828505,Census Tract 8285.05,Cook County,Illinois,7218,17
17031828801,Census Tract 8288.01,Cook County,Illinois,4892,8
17031828900,Census Tract 8289,Cook County,Illinois,3769,17
17031830001,Census Tract 8300.01,Cook County,Illinois,2202,19
17031830400,Census Tract 8304,Cook County,Illinois,3778,18
17031830700,Census Tract 8307,Cook County,Illinois,4249,17
17031830800,Census Tract 8308,Cook County,Illinois,2415,15
17031831700,Census Tract 8317,Cook County,Illinois,2224,12
17031833900,Census Tract 8339,Cook County,Illinois,2696,16
17031836100,Census Tract 8361,Cook County,Illinois,1827,12
17031836500,Census Tract 8365,Cook County,Illinois,1522,8
17031842500,Census Tract 8425,Cook County,Illinois,2449,15
17043840303,Census Tract 8403.03,Dupage County,Illinois,3374,20
17043841209,Census Tract 8412.09,Dupage County,Illinois,3764,5
17043841605,Census Tract 8416.05,Dupage County,Illinois,3473,1
17043844305,Census Tract 8443.05,Dupage County,Illinois,4479,9
17043844306,Census Tract 8443.06,Dupage County,Illinois,6007,11
17043844702,Census Tract 8447.02,Dupage County,Illinois,5685,5
17043845509,Census Tract 8455.09,Dupage County,Illinois,3750,9
17043845704,Census Tract 8457.04,Dupage County,Illinois,5136,7
17043845807,Census Tract 8458.07,Dupage County,Illinois,6377,16
17043846002,Census Tract 8460.02,Dupage County,Illinois,4554,18
17043846315,Census Tract 8463.15,Dupage County,Illinois,3898,7
17043846413,Census Tract 8464.13,Dupage County,Illinois,3557,12
17089851912,Census Tract 8519.12,Kane County,Illinois,3309,19
17089852204,Census Tract 8522.04,Kane County,Illinois,4131,11
17089852907,Census Tract 8529.07,Kane County,Illinois,5294,9
17089853402,Census Tract 8534.02,Kane County,Illinois,4541,5
17091011300,Census Tract 113,Kankakee County,Illinois,2077,17
17091011700,Census Tract 117,Kankakee County,Illinois,3079,11
17091012300,Census Tract 123,Kankakee County,Illinois,4330,12
17097860400,Census Tract 8604,Lake County,Illinois,6424,13
17097861403,Census Tract 8614.03,Lake County,Illinois,2553,9
17097861506,Census Tract 8615.06,Lake County,Illinois,5449,19
17097862603,Census Tract 8626.03,Lake County,Illinois,6730,3
17097863902,Census Tract 8639.02,Lake County,Illinois,6042,5
17097864110,Census Tract 8641.10,Lake County,Illinois,5985,9
17097864206,Census Tract 8642.06,Lake County,Illinois,3197,4
17097864410,Census Tract 8644.10,Lake County,Illinois,5234,14
17097864510,Census Tract 8645.10,Lake County,Illinois,4853,19
17111870904,Census Tract 8709.04,McHenry County,Illinois,5038,17
17111871112,Census Tract 8711.12,McHenry County,Illinois,5595,2
17197880107,Census Tract 8801.07,Will County,Illinois,4432,14
17197880113,Census Tract 8801.13,Will County,Illinois,3850,4
17197881604,Census Tract 8816.04,Will County,Illinois,2539,20
17197881800,Census Tract 8818,Will County,Illinois,4246,18
17197883401,Census Tract 8834.01,Will County,Illinois,4111,1
17197883602,Census Tract 8836.02,Will County,Illinois,6630,3
17031050300,Census Tract 503,Cook County,Illinois,2829,10
17031051400,Census Tract 514,Cook County,Illinois,2535,9
17031060500,Census Tract 605,Cook County,Illinois,1287,18
17031063400,Census Tract 634,Cook County,Illinois,2435,14
17031070600,Census Tract 706,Cook County,Illinois,3194,12
17031080300,Census Tract 803,Cook County,Illinois,5836,20
17031080400,Census Tract 804,Cook County,Illinois,4888,13
17031090100,Census Tract 901,Cook County,Illinois,3526,20
17031100600,Census Tract 1006,Cook County,Illinois,4914,18
17031110200,Census Tract 1102,Cook County,Illinois,2821,16
17031150401,Census Tract 1504.01,Cook County,Illinois,5146,14
17031151200,Census Tract 1512,Cook County,Illinois,4057,6
17031160100,Census Tract 1601,Cook County,Illinois,2757,12
17031160900,Census Tract 1609,Cook County,Illinois,2420,16
17031170200,Census Tract 1702,Cook County,Illinois,3752,4
17031171000,Census Tract 1710,Cook County,Illinois,6829,6
17031210100,Census Tract 2101,Cook County,Illinois,4194,19
17031220400,Census Tract 2204,Cook County,Illinois,2670,2
17031243000,Census Tract 2430,Cook County,Illinois,2223,9
17031243100,Census Tract 2431,Cook County,Illinois,2159,12
17031390100,Census Tract 3901,Cook County,Illinois,1854,2
17031440600,Census Tract 4406,Cook County,Illinois,1612,8
17031491300,Census Tract 4913,Cook County,Illinois,2131,20
17031530200,Census Tract 5302,Cook County,Illinois,4358,5
17031560700,Census Tract 5607,Cook County,Illinois,3584,7
17031600900,Census Tract 6009,Cook County,Illinois,3733,17
17031690900,Census Tract 6909,Cook County,Illinois,3809,9
17031700100,Census Tract 7001,Cook County,Illinois,3874,12
17031711500,Census Tract 7115,Cook County,Illinois,2628,16
17031720300,Census Tract 7203,Cook County,Illinois,3614,13
17031720500,Census Tract 7205,Cook County,Illinois,1833,14
17031720700,Census Tract 7207,Cook County,Illinois,3135,7
17031730500,Census Tract 7305,Cook County,Illinois,4053,2
17031802402,Census Tract 8024.02,Cook County,Illinois,6076,10
17031803500,Census Tract 8035,Cook County,Illinois,5565,19
17031804202,Census Tract 8042.02,Cook County,Illinois,7853,6
17031804308,Census Tract 8043.08,Cook County,Illinois,4752,5
17031804403,Census Tract 8044.03,Cook County,Illinois,6895,10
17031804509,Census Tract 8045.09,Cook County,Illinois,6440,15
17031804711,Census Tract 8047.11,Cook County,Illinois,8272,16
17031804806,Census Tract 8048.06,Cook County,Illinois,3765,5
17031805401,Census Tract 8054.01,Cook County,Illinois,4618,19
17031805702,Census Tract 8057.02,Cook County,Illinois,2036,19
17031807700,Census Tract 8077,Cook County,Illinois,6151,5
17031808702,Census Tract 8087.02,Cook County,Illinois,5244,17
17031813000,Census Tract 8130,Cook County,Illinois,3828,14
17031815100,Census Tract 8151,Cook County,Illinois,4801,1
17031815200,Census Tract 8152,Cook County,Illinois,7542,2
17031817000,Census Tract 8170,Cook County,Illinois,4982,7
17031819400,Census Tract 8194,Cook County,Illinois,5663,9
17031820104,Census Tract 8201.04,Cook County,Illinois,4466,13
17031822500,Census Tract 8225,Cook County,Illinois,4295,15
17031823001,Census Tract 8230.01,Cook County,Illinois,7263,1
17031823704,Census Tract 8237.04,Cook County,Illinois,4058,9
17031823903,Census Tract 8239.03,Cook County,Illinois,4568,17
17031825400,Census Tract 8254,Cook County,Illinois,5502,6
17031828202,Census Tract 8282.02,Cook County,Illinois,5334,19
17031828401,Census Tract 8284.01,Cook County,Illinois,3748,3
17031829302,Census Tract 8293.02,Cook County,Illinois,3291,14
17031833300,Census Tract 8333,Cook County,Illinois,2686,18
17031836400,Census Tract 8364,Cook County,Illinois,3783,12
17031838300,Census Tract 8383,Cook County,Illinois,2483,6
17031843300,Census Tract 8433,Cook County,Illinois,1572,14
17031843900,Census Tract 8439,Cook County,Illinois,3700,1
17043840104,Census Tract 8401.04,Dupage County,Illinois,5814,1
17043841112,Census Tract 8411.12,Dupage County,Illinois,3446,20
17043841318,Census Tract 8413.18,Dupage County,Illinois,2591,20
17043842704,Census Tract 8427.04,Dupage County,Illinois,5536,5
17043842706,Census Tract 8427.06,Dupage County,Illinois,4645,9
17043844308,Census Tract 8443.08,Dupage County,Illinois,2223,19
17043844602,Census Tract 8446.02,Dupage County,Illinois,5094,18
17043846003,Census Tract 8460.03,Dupage County,Illinois,4048,6
17043846201,Census Tract 8462.01,Dupage County,Illinois,6066,8
17043846312,Census Tract 8463.12,Dupage County,Illinois,5056,10
17043846504,Census Tract 8465.04,Dupage County,Illinois,6136,1
17043846507,Census Tract 8465.07,Dupage County,Illinois,3727,14
17063000700,Census Tract 7,Grundy County,Illinois,5671,16
17089850800,Census Tract 8508,Kane County,Illinois,6846,1
17089851904,Census Tract 8519.04,Kane County,Illinois,7052,14
17089852101,Census Tract 8521.01,Kane County,Illinois,7529,1
17089852805,Census Tract 8528.05,Kane County,Illinois,6159,6
17089853001,Census Tract 8530.01,Kane County,Illinois,3910,14
17089854001,Census Tract 8540.01,Kane County,Illinois,4076,5
17097860808,Census Tract 8608.08,Lake County,Illinois,2431,1
17097860905,Census Tract 8609.05,Lake County,Illinois,5588,11
17097861108,Census Tract 8611.08,Lake County,Illinois,6172,13
17097861508,Census Tract 8615.08,Lake County,Illinois,4193,4
17097861902,Census Tract 8619.02,Lake County,Illinois,7469,7
17097863202,Census Tract 8632.02,Lake County,Illinois,5739,16
17097863903,Census Tract 8639.03,Lake County,Illinois,4252,8
17097864523,Census Tract 8645.23,Lake County,Illinois,3916,4
17111870103,Census Tract 8701.03,McHenry County,Illinois,2523,3
17111870703,Census Tract 8707.03,McHenry County,Illinois,5594,17
17111871305,Census Tract 8713.05,McHenry County,Illinois,5950,4
17197880118,Census Tract 8801.18,Will County,Illinois,5056,7
17197880123,Census Tract 8801.23,Will County,Illinois,3443,5
17197881001,Census Tract 8810.01,Will County,Illinois,5095,2
17197881006,Census Tract 8810.06,Will County,Illinois,2521,2
17197881113,Census Tract 8811.13,Will County,Illinois,6179,20
17197882602,Census Tract 8826.02,Will County,Illinois,2583,9
17197883306,Census Tract 8833.06,Will County,Illinois,3296,12
17197883522,Census Tract 8835.22,Will County,Illinois,2933,20
17197884103,Census Tract 8841.03,Will County,Illinois,2609,9
17197980000,Census Tract 9800,Will County,Illinois,0,9
17031030706,Census Tract 307.06,Cook County,Illinois,2588,2
17031031900,Census Tract 319,Cook County,Illinois,2417,15
17031040800,Census Tract 408,Cook County,Illinois,1577,6
17031050700,Census Tract 507,Cook County,Illinois,1456,6
17031061800,Census Tract 618,Cook County,Illinois,1204,19
17031062000,Census Tract 620,Cook County,Illinois,2890,3
17031062500,Census Tract 625,Cook County,Illinois,1420,17
17031063302,Census Tract 633.02,Cook County,Illinois,4102,13
17031110100,Census Tract 1101,Cook County,Illinois,5776,2
17031161100,Census Tract 1611,Cook County,Illinois,2024,18
17031190401,Census Tract 1904.01,Cook County,Illinois,4119,6
17031191100,Census Tract 1911,Cook County,Illinois,6651,21
17031220500,Census Tract 2205,Cook County,Illinois,2810,11
17031240200,Census Tract 2402,Cook County,Illinois,1966,8
17031250600,Census Tract 2506,Cook County,Illinois,4542,3
17031251400,Census Tract 2514,Cook County,Illinois,3712,5
17031251500,Census Tract 2515,Cook County,Illinois,4324,10
17031270500,Census Tract 2705,Cook County,Illinois,1380,16
17031290900,Census Tract 2909,Cook County,Illinois,4241,5
17031351500,Census Tract 3515,Cook County,Illinois,946,21
17031400500,Census Tract 4005,Cook County,Illinois,2634,3
17031410600,Census Tract 4106,Cook County,Illinois,2249,12
17031430500,Census Tract 4305,Cook County,Illinois,3882,3
17031440202,Census Tract 4402.02,Cook County,Illinois,2763,20
17031460500,Census Tract 4605,Cook County,Illinois,6284,12
17031600400,Census Tract 6004,Cook County,Illinois,3963,16
17031610400,Census Tract 6104,Cook County,Illinois,1888,20
17031611300,Census Tract 6113,Cook County,Illinois,3409,14
17031650100,Census Tract 6501,Cook County,Illinois,4622,7
17031660900,Census Tract 6609,Cook County,Illinois,5631,11
17031681300,Census Tract 6813,Cook County,Illinois,2323,7
17031710800,Census Tract 7108,Cook County,Illinois,4536,14
17031770901,Census Tract 7709.01,Cook County,Illinois,4796,2
17031800400,Census Tract 8004,Cook County,Illinois,3686,2
17031800900,Census Tract 8009,Cook County,Illinois,4341,1
17031801901,Census Tract 8019.01,Cook County,Illinois,4362,14
